Time_stamp,Seconds,X,Y,Z
1/9/2020 19:06,0.097,0.07727051,0.10827637,0.18580627
1/9/2020 19:06,0.097,-0.08644104,0.10949707,0.27438354
1/9/2020 19:06,0.104,0.025344849,0.1204834,0.16748047
1/9/2020 19:06,0.105,0.068099976,0.047805786,0.097854614
1/9/2020 19:06,0.098,0.06138611,0.016647339,0.020889282
1/9/2020 19:06,0.099,0.06199646,-0.07008362,-0.086624146
1/9/2020 19:06,0.102,0.14872742,-0.031600952,-0.46902466
1/9/2020 19:06,0.072,0.15362549,-0.021224976,-0.44154358
1/9/2020 19:06,0.095,0.21960449,0.04902649,-0.06036377
1/9/2020 19:06,0.131,-0.011306763,-0.01449585,-0.114715576
1/9/2020 19:06,0.097,-0.03756714,-0.096969604,-0.11778259
1/9/2020 19:06,0.106,-0.014358521,-0.08657837,-0.14955139
1/9/2020 19:06,0.094,-0.014968872,-0.14157104,-0.17581177
1/9/2020 19:06,0.101,-0.060165405,-0.14950562,-0.19841003
1/9/2020 19:06,0.1,0.023513794,-0.18676758,-0.16970825
1/9/2020 19:06,0.102,-0.03756714,-0.13606262,-0.12756348
1/9/2020 19:06,0.1,0.018615723,-0.12200928,-0.119003296
1/9/2020 19:06,0.1,0.08093262,-0.041381836,-0.08906555
1/9/2020 19:06,0.099,0.063827515,-0.032821655,0.014770508
1/9/2020 19:06,0.101,0.05833435,0.0209198,0.03981018
1/9/2020 19:06,0.1,0.022277832,0.00869751,1.22E-04
1/9/2020 19:06,0.1,-0.024749756,-0.040771484,-0.001708984
1/9/2020 19:06,0.1,0.052825928,-0.027938843,-0.007827759
1/9/2020 19:06,0.101,0.046722412,-0.009613037,0.005004883
1/9/2020 19:06,0.1,0.079711914,0.007476807,0.003173828
1/9/2020 19:06,0.101,0.06687927,0.04597473,0.074020386
1/9/2020 19:06,0.1,0.003952026,0.27137756,0.08380127
1/9/2020 19:06,0.1,-0.09010315,0.1308899,0.13633728
1/9/2020 19:06,0.102,-0.011306763,0.083847046,0.09234619
1/9/2020 19:06,0.06,0.06871033,-0.05970764,0.12716675
1/9/2020 19:06,0.11,0.1878357,-0.049926758,0.03553772
1/9/2020 19:06,0.12,-0.06933594,-0.024276733,0.054473877
