time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
16.806099,-0.005607,0.015531,0.008387
16.836216,0.009013,0.000266,0.010207
16.876372,0.002298,-0.005798,0.009626
16.906489,0.005654,-0.015129,0.006957
16.936606,0.004506,0.010394,0.003909
16.976762,0.023497,0.009617,-0.004360
17.006879,0.024975,0.014148,-0.000551
17.036996,0.010460,-0.002568,0.001217
17.077152,-0.020058,-0.017457,0.005532
17.107269,-0.008156,-0.005010,-0.000981
17.137386,0.003700,-0.009087,-0.006054
17.177543,-0.004991,-0.007619,0.001013
17.207660,-0.008117,-0.007426,0.000944
17.237777,-0.002715,-0.007711,0.002146
17.267894,-0.012877,-0.014910,-0.001181
17.308050,-0.022385,-0.012923,-0.000920
17.338167,-0.016583,-0.017582,-0.001140
17.368284,-0.011713,-0.005103,-0.003647
17.408440,-0.000903,-0.000585,-0.000015
17.438557,0.007330,-0.000749,-0.002543
17.468674,0.002632,0.002849,-0.003379
17.508830,-0.007208,-0.004180,0.000745
17.538948,0.003453,0.011936,-0.002173
17.569065,-0.002215,-0.004322,-0.004289
17.609221,0.002754,0.000284,0.004752
17.639338,0.002396,0.003869,-0.001343
17.669455,0.001630,-0.004674,0.001348
17.709611,-0.000214,-0.002974,-0.004906
17.739728,-0.013762,-0.020456,0.000523
17.769845,0.002923,-0.003699,0.001871
17.810001,0.013860,0.005264,0.004770
17.840118,0.003447,0.002553,-0.000035
17.870235,0.011157,0.014501,-0.004566
17.910391,0.026532,0.007882,-0.002490
17.940508,0.014333,0.002970,-0.000469
17.970625,0.004989,-0.002390,-0.000139
18.000742,0.013795,0.004307,0.000969
18.040898,0.001556,-0.014677,0.001243
18.071016,-0.005218,0.006907,0.003533
18.101132,0.012588,0.014680,0.005772
18.141289,0.010064,0.004824,-0.000370
18.171406,0.023920,0.003264,0.007203
18.201523,0.014810,0.013353,0.004597
18.241679,0.002873,-0.004541,0.003377
18.271796,-0.007954,-0.004438,0.001967
18.301913,-0.017178,-0.007196,-0.005308
18.342069,-0.003419,-0.010499,-0.001018
18.372186,-0.005853,-0.002826,0.000617
18.402303,-0.019735,-0.019943,0.005203
18.442459,-0.005015,-0.003771,-0.000208
18.472576,-0.001438,0.004666,-0.001017
18.502693,0.007600,0.008606,0.000130
18.542848,-0.000243,-0.000058,-0.003981
18.572965,-0.013705,-0.007697,-0.000477
18.603082,0.001461,0.006999,0.001026
18.643238,0.006232,0.000329,-0.005162
18.673355,0.001376,-0.004686,-0.002883
18.703472,-0.005835,-0.003562,-0.000733
18.743628,0.006234,0.007693,-0.004901
18.773745,0.014141,0.003504,-0.005855
18.803862,0.004285,0.001314,0.006551
18.844019,0.004738,0.004392,-0.002653
18.874136,-0.002402,-0.002557,-0.001385
18.904253,-0.014101,-0.008035,0.001643
18.934370,-0.002930,-0.010400,-0.004763
18.974526,0.005212,0.000862,-0.002352
19.004643,-0.008634,0.003173,0.002254
19.034760,-0.010857,-0.002543,-0.002690
19.074916,-0.004653,-0.004086,-0.002673
19.105033,0.003340,0.000572,-0.000507
19.135150,0.002939,0.012499,0.004266
19.175306,0.006481,-0.000832,-0.001985
19.205423,0.000861,-0.008208,-0.002066
19.235540,0.001826,-0.001860,-0.004781
19.275696,0.001244,0.001158,-0.001227
19.305813,-0.002037,0.002162,-0.004280
19.335930,-0.008103,-0.011702,-0.005247
19.376086,0.002471,-0.002340,-0.006372
19.406203,0.001662,0.007039,0.000565
19.436320,-0.006021,-0.005672,-0.000429
19.476476,-0.013372,-0.013606,-0.003243
19.506594,-0.026617,-0.018191,-0.000939
19.536712,-0.030691,-0.022457,-0.001447
19.576868,-0.011661,-0.010370,-0.000503
19.606985,0.017431,0.009401,-0.006836
19.637102,-0.001675,0.000299,-0.006877
19.677258,0.000121,0.001317,0.000855
19.707375,0.013143,0.014086,-0.001386
19.737492,0.008186,0.006412,-0.002805
19.767609,-0.022511,-0.019371,0.001188
19.807765,-0.026978,-0.012435,0.001528
19.837882,-0.007554,0.000127,-0.007877
19.867999,-0.012677,-0.013655,-0.007349
19.908155,-0.016886,-0.005783,-0.009608
19.938272,-0.014506,-0.010119,-0.007614
19.968389,-0.013008,0.002370,-0.006103
20.008521,-0.001981,0.000899,-0.006736
20.048677,-0.011490,0.004500,-0.003590
20.078794,-0.009543,0.001489,-0.001954
20.108911,-0.021570,-0.014178,-0.002386
20.149067,-0.028836,-0.014435,-0.002235
20.179184,0.002826,-0.010477,-0.002280
20.209301,0.035247,0.017493,-0.003999
20.249458,0.022866,0.005501,-0.002294
20.279575,-0.008830,-0.003223,-0.001407
20.309692,-0.010244,-0.007280,0.005437
20.349848,0.007357,0.002564,0.002699
20.379965,0.004924,0.004878,0.000593
20.410082,0.009278,0.002387,-0.004262
20.450238,0.004096,0.004741,-0.004019
20.480355,-0.002108,0.006721,-0.002242
20.510472,0.012768,0.000330,-0.002349
20.550628,-0.008090,-0.006245,-0.001950
20.580745,-0.016241,-0.010654,-0.006540
20.610867,0.012111,0.018064,-0.007870
20.640984,0.030099,0.025534,-0.015859
20.681140,0.004875,0.008307,-0.006954
20.711257,-0.027299,-0.018133,0.002248
20.741374,-0.004063,-0.002068,-0.006556
20.781530,-0.003534,0.002298,-0.006124
20.811647,-0.001894,-0.006021,-0.002766
20.841765,0.006907,-0.003765,-0.004529
20.881921,0.019630,0.011751,-0.007789
20.912038,0.020106,0.020612,-0.012071
20.942155,0.019444,0.008818,-0.009833
20.982311,0.016904,0.004017,-0.010898
21.012428,0.003489,-0.002862,0.001444
21.042545,0.048772,-0.011499,-0.004853
21.072662,0.010979,-0.011878,-0.015062
21.112818,0.029896,-0.000419,-0.006051
21.142935,0.046332,0.042163,-0.000217
21.173052,0.032217,0.004426,0.008700
